customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
12494.0,16,7,17157842,4,5,3,453,Loyal Customers
12497.0,82,1,128927160,2,1,5,215,Lost Customers
12498.0,21,3,2754030,4,3,2,432,Potential Customers
12500.0,23,11,134925937,4,5,5,455,Loyal Customers
12501.0,337,1,386802237,1,1,5,115,Lost Customers
12502.0,96,5,65004669,2,4,5,245,Potential Customers
12504.0,18,2,3919575,4,2,2,422,At Risk
12506.0,233,1,169050,1,1,1,111,Lost Customers
12507.0,134,3,64625579,2,3,5,235,Potential Customers
12508.0,26,2,6435609,4,2,2,422,At Risk
12509.0,284,1,970750,1,1,1,111,Lost Customers
12510.0,143,2,21801838,2,2,4,224,Lost Customers
12512.0,66,2,1168415,3,2,1,321,At Risk
12513.0,113,1,28287798,2,1,4,214,Lost Customers
12514.0,267,1,44777920,1,1,4,114,Lost Customers
12515.0,353,1,5026470,1,1,2,112,Lost Customers
12516.0,78,2,58749980,2,2,4,224,Lost Customers
12517.0,28,5,89106173,4,4,5,445,Loyal Customers
12518.0,1,5,56058551,5,4,4,544,Loyal Customers
12519.0,64,1,6237372,3,1,2,312,At Risk
12520.0,79,5,98773514,2,4,5,245,Potential Customers
12521.0,143,1,18530112,2,1,3,213,Lost Customers
12522.0,39,2,1824840,3,2,1,321,At Risk
12523.0,19,11,15298035,4,5,3,453,Loyal Customers
12524.0,9,8,278729931,5,5,5,555,Champions
12526.0,1,3,30719572,5,3,4,534,Potential Customers
12527.0,82,3,3226323,2,3,2,232,Potential Customers
12528.0,9,6,28262430,5,5,4,554,Loyal Customers
12530.0,60,4,38534884,3,4,4,344,Potential Customers
12531.0,15,1,563490,4,1,1,411,At Risk
12532.0,30,1,5352399,4,1,2,412,At Risk
12534.0,131,1,70905618,2,1,5,215,Lost Customers
12535.0,92,2,7858635,2,2,3,223,Lost Customers
12536.0,43,3,1199578983,3,3,5,335,Potential Customers
12538.0,29,1,6951445,4,1,2,412,At Risk
12539.0,22,4,303898411,4,4,5,445,Loyal Customers
12540.0,20,17,648349388,4,5,5,455,Loyal Customers
12541.0,30,3,23543658,4,3,4,434,Potential Customers
12544.0,36,1,5068720,3,1,2,312,At Risk
12545.0,75,2,28322638,2,2,4,224,Lost Customers
12546.0,47,2,42450040,3,2,4,324,At Risk
12547.0,198,2,1858460,1,2,1,121,Lost Customers
12548.0,166,1,466480,2,1,1,211,Lost Customers
12550.0,79,1,54898827,2,1,4,214,Lost Customers
12551.0,358,1,1680000,1,1,1,111,Lost Customers
12552.0,39,2,2737470,3,2,2,322,At Risk
12553.0,8,10,89365910,5,5,5,555,Champions
12556.0,50,2,10777692,3,2,3,323,At Risk
12557.0,16,5,1313727000,4,4,5,445,Loyal Customers
12558.0,8,1,5291216,5,1,2,512,At Risk
12559.0,311,2,12279077,1,2,3,123,Lost Customers
12560.0,5,3,125284072,5,3,5,535,Potential Customers
12561.0,303,1,4227645,1,1,2,112,Lost Customers
12562.0,8,7,98374883,5,5,5,555,Champions
12564.0,261,1,6076770,1,1,2,112,Lost Customers
12565.0,289,1,1167360,1,1,1,111,Lost Customers
12566.0,86,1,9318725,2,1,3,213,Lost Customers
12567.0,23,10,497028641,4,5,5,455,Loyal Customers
12569.0,2,32,32969510,5,5,4,554,Loyal Customers
12571.0,40,2,13735571,3,2,3,323,At Risk
12572.0,9,2,23363394,5,2,4,524,At Risk
12573.0,227,1,1348536,1,1,1,111,Lost Customers
12574.0,316,1,1332545,1,1,1,111,Lost Customers
12576.0,36,5,27669551,3,4,4,344,Potential Customers
12577.0,35,3,13048450,3,3,3,333,Potential Customers
12578.0,21,2,173453848,4,2,5,425,At Risk
12579.0,78,1,12551970,2,1,3,213,Lost Customers
12580.0,247,1,9893660,1,1,3,113,Lost Customers
12581.0,40,1,3183131,3,1,2,312,At Risk
12582.0,239,2,7761336,1,2,2,122,Lost Customers
12583.0,3,15,262556609,5,5,5,555,Champions
12584.0,4,9,13602428,5,5,3,553,Loyal Customers
12585.0,234,2,141754595,1,2,5,125,Lost Customers
12586.0,17,1,1555826,4,1,1,411,At Risk
12587.0,8,1,734400,5,1,1,511,At Risk
12588.0,39,1,1138970,3,1,1,311,At Risk
12589.0,29,2,12579964,4,2,3,423,At Risk
12590.0,211,2,3999979832,1,2,5,125,Lost Customers
12591.0,317,1,10324980,1,1,3,113,Lost Customers
12592.0,92,2,6397200,2,2,2,222,Lost Customers
12593.0,109,3,3326180,2,3,2,232,Potential Customers
12594.0,38,10,92634372,3,5,5,355,Potential Customers
12596.0,51,2,15287796,3,2,3,323,At Risk
12597.0,19,4,377055892,4,4,5,445,Loyal Customers
12598.0,10,8,87673852,5,5,5,555,Champions
12599.0,29,7,15701536,4,5,3,453,Loyal Customers
12600.0,29,10,23820958,4,5,4,454,Loyal Customers
12601.0,190,5,3024502,1,4,2,142,Potential Customers
12602.0,59,1,2480544,3,1,1,311,At Risk
12603.0,22,1,4730880,4,1,2,412,At Risk
12604.0,79,2,2929802,2,2,2,222,Lost Customers
12607.0,60,1,193963828,3,1,5,315,At Risk
12609.0,78,3,25787999,2,3,4,234,Potential Customers
12610.0,23,5,63645414,4,4,5,445,Loyal Customers
12611.0,52,1,100954872,3,1,5,315,At Risk
12612.0,74,1,18445848,2,1,3,213,Lost Customers
12613.0,57,5,216357759,3,4,5,345,Potential Customers
12614.0,278,1,2398560,1,1,1,111,Lost Customers
12615.0,2,4,80935817,5,4,5,545,Loyal Customers
12616.0,95,2,11018100,2,2,3,223,Lost Customers
12617.0,29,1,7572789,4,1,2,412,At Risk
12618.0,22,1,1702176,4,1,1,411,At Risk
12619.0,16,9,160028522,4,5,5,455,Loyal Customers
12620.0,15,3,53576409,4,3,4,434,Potential Customers
12621.0,2,20,612340531,5,5,5,555,Champions
12622.0,232,1,1242690,1,1,1,111,Lost Customers
12623.0,276,1,5827410,1,1,2,112,Lost Customers
12624.0,106,2,11254245,2,2,3,223,Lost Customers
12625.0,212,2,224034918,1,2,5,125,Lost Customers
12626.0,23,9,347102537,4,5,5,455,Loyal Customers
12627.0,11,7,230675646,5,5,5,555,Champions
12628.0,4,3,12188397,5,3,3,533,Potential Customers
12630.0,10,2,34954812,5,2,4,524,At Risk
12631.0,57,1,15115800,3,1,3,313,At Risk
12633.0,59,4,89193466,3,4,5,345,Potential Customers
12635.0,90,2,105005478,2,2,5,225,Lost Customers
12637.0,67,8,294205576,3,5,5,355,Potential Customers
12638.0,33,1,38756513,4,1,4,414,At Risk
12639.0,239,1,9770610,1,1,3,113,Lost Customers
12640.0,24,3,20332234,4,3,3,433,Potential Customers
12641.0,115,1,1338480,2,1,1,211,Lost Customers
12642.0,25,3,19229828,4,3,3,433,Potential Customers
12643.0,128,6,152572200,2,5,5,255,Potential Customers
12644.0,130,1,15532075,2,1,3,213,Lost Customers
12645.0,34,4,48933438,3,4,4,344,Potential Customers
12646.0,5,2,60883065,5,2,4,524,At Risk
12647.0,22,12,50908529,4,5,4,454,Loyal Customers
12648.0,155,1,5088800,2,1,2,212,Lost Customers
12649.0,107,3,16427876,2,3,3,233,Potential Customers
12650.0,3,1,7986776,5,1,3,513,At Risk
12651.0,335,1,889200,1,1,1,111,Lost Customers
12652.0,331,1,46458990,1,1,4,114,Lost Customers
12653.0,149,2,112848735,2,2,5,225,Lost Customers
12654.0,11,5,3490132,5,4,2,542,Loyal Customers
12656.0,17,5,161731194,4,4,5,445,Loyal Customers
12657.0,11,4,54346206,5,4,4,544,Loyal Customers
12658.0,19,1,21953600,4,1,4,414,At Risk
12659.0,30,1,962640,4,1,1,411,At Risk
12660.0,11,1,3112770,5,1,2,512,At Risk
12662.0,1,11,80549081,5,5,5,555,Champions
12664.0,8,9,75916432,5,5,5,555,Champions
12665.0,325,1,233100,1,1,1,111,Lost Customers
12667.0,58,1,24495135,3,1,4,314,At Risk
12668.0,12,4,165699079,5,4,5,545,Loyal Customers
12669.0,151,3,109011908,2,3,5,235,Potential Customers
12670.0,10,5,85711768,5,4,5,545,Loyal Customers
12672.0,330,1,1762020,1,1,1,111,Lost Customers
12673.0,5,2,10790550,5,2,3,523,At Risk
12674.0,39,4,55767180,3,4,4,344,Potential Customers
12676.0,25,6,19785364,4,5,3,453,Loyal Customers
12678.0,42,12,5796054515,3,5,5,355,Potential Customers
12679.0,59,4,28793070,3,4,4,344,Potential Customers
12680.0,1,4,11503199,5,4,3,543,Loyal Customers
12681.0,15,22,551764175,4,5,5,455,Loyal Customers
12682.0,4,31,274372070,5,5,5,555,Champions
12683.0,4,15,386002329,5,5,5,555,Champions
12684.0,8,7,84450987,5,5,5,555,Champions
12685.0,28,6,103153372,4,5,5,455,Loyal Customers
12686.0,372,1,953798,1,1,1,111,Lost Customers
12688.0,114,1,1475789668,2,1,5,215,Lost Customers
12689.0,26,2,39919269,4,2,4,424,At Risk
12690.0,206,1,4123506,1,1,2,112,Lost Customers
12691.0,28,6,8192120,4,5,3,453,Loyal Customers
12693.0,127,4,5607171,2,4,2,242,Potential Customers
12694.0,70,2,22197012,3,2,4,324,At Risk
12695.0,7,4,4368840,5,4,2,542,Loyal Customers
12697.0,29,3,16424109,4,3,3,433,Potential Customers
12700.0,8,4,371725396,5,4,5,545,Loyal Customers
12701.0,80,2,28191384,2,2,4,224,Lost Customers
12702.0,20,1,1160700,4,1,1,411,At Risk
12703.0,71,1,4650220,3,1,2,312,At Risk
12704.0,7,8,32788873,5,5,4,554,Loyal Customers
12705.0,15,9,385282838,4,5,5,455,Loyal Customers
12707.0,292,1,15447552,1,1,3,113,Lost Customers
12708.0,30,10,39224000,4,5,4,454,Loyal Customers
12709.0,15,15,306997664,4,5,5,455,Loyal Customers
12710.0,97,3,42677260,2,3,4,234,Potential Customers
12712.0,29,13,40761285,4,5,4,454,Loyal Customers
12713.0,1,1,43106340,5,1,4,514,At Risk
12714.0,9,5,318071280,5,4,5,545,Loyal Customers
12715.0,106,1,6971042,2,1,2,212,Lost Customers
12716.0,4,2,41797965,5,2,4,524,At Risk
12717.0,151,2,26253444,2,2,4,224,Lost Customers
12718.0,71,1,4836475,3,1,2,312,At Risk
12719.0,5,2,12254940,5,2,3,523,At Risk
12720.0,3,25,144623186,5,5,5,555,Champions
12721.0,32,6,92996616,4,5,5,455,Loyal Customers
12722.0,85,4,27990333,2,4,4,244,Potential Customers
12723.0,4,5,12182394,5,4,3,543,Loyal Customers
12724.0,5,4,14555500,5,4,3,543,Loyal Customers
12725.0,371,1,7015920,1,1,2,112,Lost Customers
12726.0,28,7,134210348,4,5,5,455,Loyal Customers
12727.0,11,7,153719618,5,5,5,555,Champions
12728.0,71,4,9116975,3,4,3,343,Potential Customers
12729.0,114,1,10555133,2,1,3,213,Lost Customers
12731.0,24,12,1647061551,4,5,5,455,Loyal Customers
12732.0,180,1,2622486,1,1,2,112,Lost Customers
12733.0,234,1,5260115,1,1,2,112,Lost Customers
12734.0,353,1,971520,1,1,1,111,Lost Customers
12735.0,315,2,13237851,1,2,3,123,Lost Customers
12736.0,333,1,4048200,1,1,2,112,Lost Customers
12738.0,372,1,2299180,1,1,1,111,Lost Customers
12739.0,78,2,47317440,2,2,4,224,Lost Customers
12740.0,64,1,14623920,3,1,3,313,At Risk
12743.0,134,2,9390187,2,2,3,223,Lost Customers
12744.0,52,7,1433166374,3,5,5,355,Potential Customers
12747.0,2,11,51952717,5,5,4,554,Loyal Customers
12748.0,1,209,1408131341,5,5,5,555,Champions
12749.0,4,5,200792294,5,4,5,545,Loyal Customers
12750.0,129,1,3779556,2,1,2,212,Lost Customers
12752.0,81,1,987765636,2,1,5,215,Lost Customers
12753.0,23,6,5024325987,4,5,5,455,Loyal Customers
12754.0,236,3,1896978579,1,3,5,135,Potential Customers
12755.0,281,2,564611985,1,2,5,125,Lost Customers
12756.0,87,1,1613952,2,1,1,211,Lost Customers
12757.0,16,13,237767168,4,5,5,455,Loyal Customers
12758.0,117,2,299449711,2,2,5,225,Lost Customers
12759.0,52,3,47043100,3,3,4,334,Potential Customers
12762.0,8,2,157292181,5,2,5,525,At Risk
12763.0,138,2,8361568,2,2,3,223,Lost Customers
12764.0,317,1,65383768,1,1,5,115,Lost Customers
12766.0,4,7,385545948,5,5,5,555,Champions
12769.0,239,1,40712160,1,1,4,114,Lost Customers
12770.0,211,1,100412735,1,1,5,115,Lost Customers
12772.0,60,1,49621332,3,1,4,314,At Risk
12775.0,17,5,27046823,4,4,4,444,Loyal Customers
12778.0,20,6,11796348,4,5,3,453,Loyal Customers
12779.0,38,8,142469146,3,5,5,355,Potential Customers
12781.0,64,2,28022496,3,2,4,324,At Risk
12782.0,5,5,53870027,5,4,4,544,Loyal Customers
12783.0,2,6,27498521,5,5,4,554,Loyal Customers
12784.0,9,2,15460116,5,2,3,523,At Risk
12785.0,364,1,4086545,1,1,2,112,Lost Customers
12787.0,10,3,4339670,5,3,2,532,Potential Customers
12789.0,65,1,36740,3,1,1,311,At Risk
12790.0,192,1,5393672,1,1,2,112,Lost Customers
12791.0,374,1,1868220,1,1,1,111,Lost Customers
12792.0,257,1,8691718,1,1,3,113,Lost Customers
12793.0,335,2,10371340,1,2,3,123,Lost Customers
12794.0,53,2,27030365,3,2,4,324,At Risk
12795.0,19,1,2927264,4,1,2,412,At Risk
12797.0,366,1,2997554,1,1,2,112,Lost Customers
12798.0,10,3,1272441024,5,3,5,535,Potential Customers
12802.0,187,1,13426012,1,1,3,113,Lost Customers
12808.0,37,3,3139945,3,3,2,332,Potential Customers
12809.0,178,1,10764820,2,1,3,213,Lost Customers
12811.0,261,3,5596300,1,3,2,132,Potential Customers
12812.0,45,1,3766096,3,1,2,312,At Risk
12814.0,102,1,617008,2,1,1,211,Lost Customers
12815.0,148,2,20980504,2,2,4,224,Lost Customers
12816.0,96,2,3746710,2,2,2,222,Lost Customers
12817.0,281,1,880012,1,1,1,111,Lost Customers
12818.0,262,1,143259232,1,1,5,115,Lost Customers
12820.0,3,4,18021094,5,4,3,543,Loyal Customers
12821.0,214,1,649040,1,1,1,111,Lost Customers
12822.0,71,2,32544708,3,2,4,324,At Risk
12823.0,75,5,9103500,2,4,3,243,Potential Customers
12824.0,60,1,9213184,3,1,3,313,At Risk
12826.0,3,7,24956744,5,5,4,554,Loyal Customers
12827.0,6,3,3404625,5,3,2,532,Potential Customers
12828.0,3,6,10160853,5,5,3,553,Loyal Customers
12829.0,337,2,6273850,1,2,2,122,Lost Customers
12830.0,38,6,1385059712,3,5,5,355,Potential Customers
12831.0,262,1,2903175,1,1,2,112,Lost Customers
12832.0,32,2,4260909,4,2,2,422,At Risk
12833.0,145,1,6511128,2,1,2,212,Lost Customers
12834.0,283,1,3436180,1,1,2,112,Lost Customers
12836.0,59,4,73713932,3,4,5,345,Potential Customers
12837.0,173,1,321840,2,1,1,211,Lost Customers
12838.0,34,2,12739666,3,2,3,323,At Risk
12839.0,3,14,166956638,5,5,5,555,Champions
12840.0,144,4,106120031,2,4,5,245,Potential Customers
12841.0,5,25,49073680,5,5,4,554,Loyal Customers
12842.0,70,2,36400601,3,2,4,324,At Risk
12843.0,66,8,23967867,3,5,4,354,Potential Customers
12844.0,29,2,2071760,4,2,1,421,At Risk
12845.0,267,4,3403339,1,4,2,142,Potential Customers
12847.0,22,1,79222986,4,1,5,415,At Risk
12849.0,31,2,39986951,4,2,4,424,At Risk
12851.0,97,1,1473462,2,1,1,211,Lost Customers
12852.0,295,1,4642095,1,1,2,112,Lost Customers
12853.0,135,6,50174580,2,5,4,254,Potential Customers
12854.0,79,3,27788265,2,3,4,234,Potential Customers
12855.0,373,1,114300,1,1,1,111,Lost Customers
12856.0,8,6,43597101,5,5,4,554,Loyal Customers
12857.0,211,2,24066960,1,2,4,124,Lost Customers
12863.0,52,1,9798560,3,1,3,313,At Risk
12864.0,138,1,3177792,2,1,2,212,Lost Customers
12865.0,26,2,75982775,4,2,5,425,At Risk
12866.0,283,1,9560952,1,1,3,113,Lost Customers
12867.0,26,7,270610756,4,5,5,455,Loyal Customers
12868.0,186,6,27632000,1,5,4,154,Potential Customers
12871.0,84,2,4039680,2,2,2,222,Lost Customers
12872.0,327,2,10252863,1,2,3,123,Lost Customers
12873.0,282,1,4787200,1,1,2,112,Lost Customers
12875.0,143,2,52201305,2,2,4,224,Lost Customers
12876.0,58,2,239705703,3,2,5,325,At Risk
12877.0,4,12,19367289,5,5,3,553,Loyal Customers
12878.0,236,2,24765451,1,2,4,124,Lost Customers
12879.0,45,3,7203316,3,3,2,332,Potential Customers
12881.0,276,1,625800,1,1,1,111,Lost Customers
12882.0,9,2,18878304,5,2,3,523,At Risk
12883.0,25,4,4298662,4,4,2,442,Loyal Customers
12884.0,88,1,1328915,2,1,1,211,Lost Customers
12885.0,63,3,37566221,3,3,4,334,Potential Customers
12886.0,68,2,53600360,3,2,4,324,At Risk
12888.0,214,2,1613616,1,2,1,121,Lost Customers
12890.0,24,1,9854173,4,1,3,413,At Risk
12891.0,186,3,14785000,1,3,3,133,Potential Customers
12893.0,31,1,1806144,4,1,1,411,At Risk
12895.0,42,2,4516760,3,2,2,322,At Risk
12897.0,205,2,1227740,1,2,1,121,Lost Customers
12901.0,9,28,2845386468,5,5,5,555,Champions
12902.0,265,1,915288,1,1,1,111,Lost Customers
12904.0,18,2,7666378,4,2,2,422,At Risk
12906.0,12,5,183838647,5,4,5,545,Loyal Customers
12908.0,176,2,45000000,2,2,4,224,Lost Customers
12909.0,40,5,59395539,3,4,4,344,Potential Customers
12910.0,23,8,91413760,4,5,5,455,Loyal Customers
12912.0,3,5,27048516,5,4,4,544,Loyal Customers
12913.0,5,5,98397695,5,4,5,545,Loyal Customers
12915.0,149,2,1671365,2,2,1,221,Lost Customers
12916.0,139,4,84444861,2,4,5,245,Potential Customers
12917.0,128,1,7128000,2,1,2,212,Lost Customers
12919.0,8,6,17649503,5,5,3,553,Loyal Customers
12920.0,17,1,2118567,4,1,1,411,At Risk
12921.0,9,37,560992840,5,5,5,555,Champions
12922.0,161,1,14999060,2,1,3,213,Lost Customers
12923.0,64,1,1221093,3,1,1,311,At Risk
12924.0,88,4,14354407,2,4,3,243,Potential Customers
12925.0,5,2,18720840,5,2,3,523,At Risk
12928.0,35,5,66975956,3,4,5,345,Potential Customers
12929.0,312,1,436045,1,1,1,111,Lost Customers
12930.0,78,2,5189904,2,2,2,222,Lost Customers
12931.0,22,15,30783006584,4,5,5,455,Loyal Customers
12933.0,24,3,11468321,4,3,3,433,Potential Customers
12935.0,2,7,66522359,5,5,5,555,Champions
12936.0,17,4,35751080,4,4,4,444,Loyal Customers
12937.0,15,4,48793987,4,4,4,444,Loyal Customers
12938.0,26,1,1597960,4,1,1,411,At Risk
12939.0,64,8,986816688,3,5,5,355,Potential Customers
12940.0,55,2,20883797,3,2,4,324,At Risk
12942.0,131,3,5112632,2,3,2,232,Potential Customers
12944.0,36,2,8733639,3,2,3,323,At Risk
12945.0,288,1,7638675,1,1,2,112,Lost Customers
12947.0,144,6,39425984,2,5,4,254,Potential Customers
12948.0,16,7,40974335,4,5,4,454,Loyal Customers
12949.0,31,8,229150083,4,5,5,455,Loyal Customers
12950.0,2,3,106982480,5,3,5,535,Potential Customers
12951.0,9,6,10690588,5,5,3,553,Loyal Customers
12952.0,6,4,36443531,5,4,4,544,Loyal Customers
12953.0,10,1,2770740,5,1,2,512,At Risk
12955.0,1,11,213416984,5,5,5,555,Champions
12956.0,306,1,367438,1,1,1,111,Lost Customers
12957.0,10,8,162610614,5,5,5,555,Champions
12962.0,7,2,1819047,5,2,1,521,At Risk
12963.0,8,8,27968464,5,5,4,554,Loyal Customers
12965.0,89,1,21845053,2,1,4,214,Lost Customers
12966.0,10,1,1201350,5,1,1,511,At Risk
12967.0,358,2,51543900,1,2,4,124,Lost Customers
12968.0,112,1,992435,2,1,1,211,Lost Customers
12970.0,7,4,9873616,5,4,3,543,Loyal Customers
12971.0,4,86,154224019,5,5,5,555,Champions
12974.0,198,1,347520,1,1,1,111,Lost Customers
12976.0,212,1,41435460,1,1,4,114,Lost Customers
12977.0,156,1,47088,2,1,1,211,Lost Customers
12980.0,158,9,80848836,2,5,5,255,Potential Customers
12981.0,30,2,4506644,4,2,2,422,At Risk
12982.0,243,1,11247552,1,1,3,113,Lost Customers
12984.0,19,1,253500,4,1,1,411,At Risk
12985.0,1,2,97005358,5,2,5,525,At Risk
12987.0,74,2,6110280,2,2,2,222,Lost Customers
12988.0,292,1,7280352,1,1,2,112,Lost Customers
12989.0,3,15,200331701,5,5,5,555,Champions
12990.0,31,3,2837900,4,3,2,432,Potential Customers
12991.0,23,2,11839396,4,2,3,423,At Risk
12993.0,23,4,3221296,4,4,2,442,Loyal Customers
12994.0,4,3,14997099,5,3,3,533,Potential Customers
12995.0,85,1,2282256,2,1,1,211,Lost Customers
12997.0,22,4,20376185,4,4,4,444,Loyal Customers
12999.0,196,3,10128240,1,3,3,133,Potential Customers
13000.0,107,3,8008919,2,3,3,233,Potential Customers
13001.0,4,13,510189352,5,5,5,555,Champions
13002.0,318,1,882935,1,1,1,111,Lost Customers
13003.0,106,3,543055,2,3,1,231,Potential Customers
13004.0,12,18,173118134,5,5,5,555,Champions
